@MAS-GDR
DN 0200 0430
UP 2230 0030

@CGL-AJJ
DN 0005 0305
UP 2230 0130

@AJJ-RU
DN 0030 0330
UP 0145 0415

@MTL-PEI
DN 0015 0315
UP 2300 0200

@MS-VM
DN 0130 0430
UP 2300 0200

@SUBURBAN
DN 0030 0330
UP 0030 0330

@TRL-KBT
DN 0030 0330
UP 0030 0330
