@MAS-GDR
DN 0000 0430
UP 2230 0230

@CGL-AJJ
DN 0005 0405
UP 2230 0230

@TRL-KPD
DN 0200 0630
UP 2230 0230

@AJJ-RU
DN 0030 0430
UP 0145 0515

@MTL-PEI
DN 0015 0415
UP 2300 0300

@MS-VM
DN 0030 0430
UP 2300 0300

@SUBURBAN
DN 2330 0330
UP 2330 0330

@TRL-KBT
DN 2330 0330
UP 2330 0330
